,TTR,Root TTR,Log TTR,Maas TTR,Msstr,Ma TTR,HDD,MTLD,MTLD MA,MTLD MA Bi,VocD,YulesK,id,label
0,0.07297297297297298,1.4036631612570982,0.5573408625753451,0.17236151400274802,0.37142857142857144,0.37651090342679117,0.4181011652076968,15.579327726564614,15.167567567567568,15.040971010548894,6.318746132454446,608.4733382030679,cn01_para_5,1
1,0.05924170616113744,1.2169809587780887,0.5324851935852285,0.17807968199881002,0.3475,0.34927613941018815,0.38877434069801503,13.676219054763692,13.462085308056873,13.415235921954988,5.179119231978102,691.8083600997282,cn01_para_7,1
2,0.1509433962264151,1.903323805723546,0.6269705844817358,0.1694512141390275,0.38000000000000006,0.3759999999999998,0.415411993429937,13.334032194433817,13.842767295597485,13.331192616906904,6.167657179808832,621.8108460899489,cn01_para_9,1
3,0.08181818181818182,1.486301082920587,0.568336645469744,0.1713960553067995,0.36333333333333334,0.3633451957295373,0.40513440027648484,12.457264957264957,12.833333333333334,12.811072753605936,5.7864828289714865,607.7134986225896,cn01_para_12,1
4,0.1368421052631579,1.8862382502860304,0.6209417935221986,0.1663445342749227,0.37999999999999995,0.3960283687943263,0.4467232217566279,14.87774484709686,14.884210526315789,14.49780630484238,7.574062459246431,524.0997229916898,cn01_para_40,1
5,0.10852713178294573,1.743203857821133,0.6000772127395628,0.16583161361285326,0.384,0.38822966507177015,0.430307059527354,14.28225806451613,14.228682170542635,14.352803928263661,6.807424764860715,626.765218436392,cn01_para_47,1
6,0.12690355329949238,1.7811762496977412,0.6092658905730106,0.17029412112142855,0.3466666666666667,0.3716216216216213,0.42898659362175723,14.218005952380953,14.284263959390863,14.320994651784677,6.754212178834769,560.6946842227318,cn01_para_51,1
7,0.15286624203821655,1.9154085227222932,0.6285402159417011,0.16916063703127396,0.38000000000000006,0.38481481481481455,0.43577226996297996,15.660618729096988,15.07643312101911,14.759173604687017,7.010443479175268,572.0313197289951,cn02_para_10,1
8,0.1728395061728395,2.199887763691481,0.6549663712702947,0.156158082863776,0.4066666666666667,0.416637168141593,0.4443912215134112,14.10883061279101,14.450617283950617,14.56494481236203,7.4274817238909066,567.7488187776254,cn02_para_14,1
9,0.12206572769953052,1.7814906455515824,0.6077073282556985,0.16848312498740853,0.4,0.4004878048780488,0.4490427687317843,14.568989584451842,14.075117370892018,14.113538046060363,7.684796194371841,568.6702373867619,cn02_para_15,1
10,0.14285714285714285,1.927248223318863,0.6260746255596429,0.1654484793835311,0.39333333333333337,0.4126315789473678,0.4478338685829193,14.88561111868102,14.972527472527473,14.912856639661854,7.606463861483391,592.923559956527,cn02_para_21,1
11,0.0645879732739421,1.3685946167307252,0.5513809088132223,0.1691468413967417,0.3725,0.36709999999999954,0.4154724825801169,13.611419432608876,13.674832962138085,13.615403880628493,6.17126851676831,634.9174855283455,cn02_para_32,1
12,0.056962025316455694,1.2401510728714884,0.5349336086125366,0.17380602277261026,0.3555555555555555,0.3496941176470583,0.39180338989235775,13.737835290084838,13.917721518987342,13.847983925991803,5.306803714115679,652.2280973490715,cn02_para_33,1
13,0.09615384615384616,1.5504341823651058,0.5788635348073954,0.17438555400475317,0.372,0.38037914691943137,0.40919682218084075,14.940523681729164,15.01923076923077,15.018,5.988032825192451,611.2426035502958,cn02_para_34,1
14,0.15151515151515152,1.9462473604038073,0.6304171952720067,0.16666763504301707,0.38000000000000006,0.38155172413793087,0.4154272723724945,13.129512635379061,13.654545454545454,13.800025138260432,6.2155609960804306,598.7144168962352,cn03_para_9,1
15,0.15894039735099338,1.9530923010507826,0.6334216814116236,0.16823414265293526,0.3666666666666667,0.3617647058823529,0.41401120907785105,13.727272727272727,13.880794701986755,13.756076759061834,6.13739055179218,629.7969387307573,cn03_para_13,1
16,0.09025270758122744,1.502104420315274,0.5723445599745931,0.1750906785153079,0.372,0.37438596491228116,0.4149428612168554,14.214473684210526,14.707581227436823,14.699877574535503,6.156760745327733,597.1666514616377,cn03_para_17,1
17,0.11320754716981132,1.6483267673842683,0.5932983559650665,0.17482499017685457,0.37000000000000005,0.36785276073619644,0.41877147066542164,14.750419587323528,14.55188679245283,14.471040609137056,6.320843876868924,601.6375934496261,cn03_para_19,1
18,0.09411764705882353,1.502938298604359,0.5735251183143436,0.17721494332529825,0.372,0.3643689320388353,0.40048946994657997,15.071107784431138,14.976470588235294,14.734619341563786,5.611724509612617,650.8266051518647,cn03_para_40,1
